reg;semaine_glissante;pop;P;T;nom_region
24;2020-11-02-2020-11-08;2559073;9139;71990;Centre-Val de Loire
24;2020-11-03-2020-11-09;2559073;8550;69260;Centre-Val de Loire
24;2020-11-04-2020-11-10;2559073;8073;68647;Centre-Val de Loire
24;2020-11-05-2020-11-11;2559073;6667;59118;Centre-Val de Loire
24;2020-11-06-2020-11-12;2559073;6351;58462;Centre-Val de Loire
24;2020-11-07-2020-11-13;2559073;6008;56322;Centre-Val de Loire
24;2020-11-08-2020-11-14;2559073;5848;55349;Centre-Val de Loire
24;2020-11-09-2020-11-15;2559073;5775;54881;Centre-Val de Loire
24;2020-11-10-2020-11-16;2559073;5361;53759;Centre-Val de Loire
24;2020-11-11-2020-11-17;2559073;4759;50687;Centre-Val de Loire
24;2020-11-12-2020-11-18;2559073;5148;55414;Centre-Val de Loire
24;2020-11-13-2020-11-19;2559073;4475;51838;Centre-Val de Loire
24;2020-11-14-2020-11-20;2559073;4003;49645;Centre-Val de Loire
24;2020-11-15-2020-11-21;2559073;3826;48672;Centre-Val de Loire
24;2020-11-16-2020-11-22;2559073;3764;48561;Centre-Val de Loire
24;2020-11-17-2020-11-23;2559073;3431;46644;Centre-Val de Loire
24;2020-11-18-2020-11-24;2559073;3189;45382;Centre-Val de Loire
24;2020-11-19-2020-11-25;2559073;2936;44612;Centre-Val de Loire
24;2020-11-20-2020-11-26;2559073;2811;42967;Centre-Val de Loire
24;2020-11-21-2020-11-27;2559073;2768;41971;Centre-Val de Loire
24;2020-11-22-2020-11-28;2559073;2714;42104;Centre-Val de Loire
24;2020-11-23-2020-11-29;2559073;2711;41949;Centre-Val de Loire
24;2020-11-24-2020-11-30;2559073;2654;40705;Centre-Val de Loire
24;2020-11-25-2020-12-01;2559073;2651;39418;Centre-Val de Loire
24;2020-11-26-2020-12-02;2559073;2634;39395;Centre-Val de Loire
24;2020-11-27-2020-12-03;2559073;2683;39536;Centre-Val de Loire
24;2020-11-28-2020-12-04;2559073;2647;39881;Centre-Val de Loire
24;2020-11-29-2020-12-05;2559073;2697;39650;Centre-Val de Loire
24;2020-11-30-2020-12-06;2559073;2697;39826;Centre-Val de Loire
24;2020-12-01-2020-12-07;2559073;2738;40248;Centre-Val de Loire
24;2020-12-02-2020-12-08;2559073;2802;41442;Centre-Val de Loire
24;2020-12-03-2020-12-09;2559073;2849;42011;Centre-Val de Loire
24;2020-12-04-2020-12-10;2559073;2897;43394;Centre-Val de Loire
24;2020-12-05-2020-12-11;2559073;2981;44208;Centre-Val de Loire
24;2020-12-06-2020-12-12;2559073;3019;44945;Centre-Val de Loire
24;2020-12-07-2020-12-13;2559073;3027;45042;Centre-Val de Loire
24;2020-12-08-2020-12-14;2559073;3079;45606;Centre-Val de Loire
24;2020-12-09-2020-12-15;2559073;3161;47605;Centre-Val de Loire
24;2020-12-10-2020-12-16;2559073;3294;50928;Centre-Val de Loire
24;2020-12-11-2020-12-17;2559073;3354;54365;Centre-Val de Loire
24;2020-12-12-2020-12-18;2559073;3419;60339;Centre-Val de Loire
24;2020-12-13-2020-12-19;2559073;3456;64579;Centre-Val de Loire
24;2020-12-14-2020-12-20;2559073;3466;65979;Centre-Val de Loire
24;2020-12-15-2020-12-21;2559073;3496;75567;Centre-Val de Loire
24;2020-12-16-2020-12-22;2559073;3487;87520;Centre-Val de Loire
24;2020-12-17-2020-12-23;2559073;3477;98758;Centre-Val de Loire
24;2020-12-18-2020-12-24;2559073;3356;101989;Centre-Val de Loire
24;2020-12-19-2020-12-25;2559073;2824;89998;Centre-Val de Loire
24;2020-12-20-2020-12-26;2559073;2785;87923;Centre-Val de Loire
24;2020-12-21-2020-12-27;2559073;2775;86780;Centre-Val de Loire
24;2020-12-22-2020-12-28;2559073;2848;79362;Centre-Val de Loire
24;2020-12-23-2020-12-29;2559073;2836;69772;Centre-Val de Loire
24;2020-12-24-2020-12-30;2559073;2955;61287;Centre-Val de Loire
24;2020-12-25-2020-12-31;2559073;3094;57927;Centre-Val de Loire
24;2020-12-26-2021-01-01;2559073;3108;57845;Centre-Val de Loire
24;2020-12-27-2021-01-02;2559073;3224;57602;Centre-Val de Loire
24;2020-12-28-2021-01-03;2559073;3222;57618;Centre-Val de Loire
24;2020-12-29-2021-01-04;2559073;3469;58126;Centre-Val de Loire
24;2020-12-30-2021-01-05;2559073;3674;57461;Centre-Val de Loire
24;2020-12-31-2021-01-06;2559073;3691;54208;Centre-Val de Loire
24;2021-01-01-2021-01-07;2559073;3855;54720;Centre-Val de Loire
24;2021-01-02-2021-01-08;2559073;4549;65236;Centre-Val de Loire
24;2021-01-03-2021-01-09;2559073;4522;64773;Centre-Val de Loire
24;2021-01-04-2021-01-10;2559073;4509;64528;Centre-Val de Loire
24;2021-01-05-2021-01-11;2559073;4419;63140;Centre-Val de Loire
24;2021-01-06-2021-01-12;2559073;4408;62590;Centre-Val de Loire
24;2021-01-07-2021-01-13;2559073;4415;63335;Centre-Val de Loire
24;2021-01-08-2021-01-14;2559073;4396;63299;Centre-Val de Loire
24;2021-01-09-2021-01-15;2559073;4495;63763;Centre-Val de Loire
24;2021-01-10-2021-01-16;2559073;4563;64076;Centre-Val de Loire
24;2021-01-11-2021-01-17;2559073;4591;64173;Centre-Val de Loire
24;2021-01-12-2021-01-18;2559073;4805;65100;Centre-Val de Loire
24;2021-01-13-2021-01-19;2559073;4891;65234;Centre-Val de Loire
24;2021-01-14-2021-01-20;2559073;5039;65477;Centre-Val de Loire
24;2021-01-15-2021-01-21;2559073;5092;66467;Centre-Val de Loire
24;2021-01-16-2021-01-22;2559073;5048;67388;Centre-Val de Loire
24;2021-01-17-2021-01-23;2559073;5075;67919;Centre-Val de Loire
24;2021-01-18-2021-01-24;2559073;5057;68008;Centre-Val de Loire
24;2021-01-19-2021-01-25;2559073;5081;66973;Centre-Val de Loire
24;2021-01-20-2021-01-26;2559073;5041;67147;Centre-Val de Loire
24;2021-01-21-2021-01-27;2559073;5012;68003;Centre-Val de Loire
24;2021-01-22-2021-01-28;2559073;5074;68455;Centre-Val de Loire
24;2021-01-23-2021-01-29;2559073;5150;68909;Centre-Val de Loire
24;2021-01-24-2021-01-30;2559073;5117;69240;Centre-Val de Loire
24;2021-01-25-2021-01-31;2559073;5147;69363;Centre-Val de Loire
24;2021-01-26-2021-02-01;2559073;5085;69050;Centre-Val de Loire
24;2021-01-27-2021-02-02;2559073;5052;70026;Centre-Val de Loire
24;2021-01-28-2021-02-03;2559073;4949;70048;Centre-Val de Loire
24;2021-01-29-2021-02-04;2559073;4829;70062;Centre-Val de Loire
24;2021-01-30-2021-02-05;2559073;4774;70486;Centre-Val de Loire
24;2021-01-31-2021-02-06;2559073;4721;70731;Centre-Val de Loire
24;2021-02-01-2021-02-07;2559073;4706;70666;Centre-Val de Loire
24;2021-02-02-2021-02-08;2559073;4453;69397;Centre-Val de Loire
24;2021-02-03-2021-02-09;2559073;4379;68367;Centre-Val de Loire
24;2021-02-04-2021-02-10;2559073;4224;67750;Centre-Val de Loire
24;2021-02-05-2021-02-11;2559073;4097;67406;Centre-Val de Loire
24;2021-02-06-2021-02-12;2559073;3936;65925;Centre-Val de Loire
24;2021-02-07-2021-02-13;2559073;3899;65340;Centre-Val de Loire
24;2021-02-08-2021-02-14;2559073;3871;65240;Centre-Val de Loire
24;2021-02-09-2021-02-15;2559073;3906;64586;Centre-Val de Loire
24;2021-02-10-2021-02-16;2559073;3870;64823;Centre-Val de Loire
24;2021-02-11-2021-02-17;2559073;3978;65698;Centre-Val de Loire
24;2021-02-12-2021-02-18;2559073;4030;66398;Centre-Val de Loire
24;2021-02-13-2021-02-19;2559073;4113;68177;Centre-Val de Loire
24;2021-02-14-2021-02-20;2559073;4174;69182;Centre-Val de Loire
24;2021-02-15-2021-02-21;2559073;4184;69396;Centre-Val de Loire
24;2021-02-16-2021-02-22;2559073;4314;68696;Centre-Val de Loire
24;2021-02-17-2021-02-23;2559073;4402;67750;Centre-Val de Loire
24;2021-02-18-2021-02-24;2559073;4483;67134;Centre-Val de Loire
24;2021-02-19-2021-02-25;2559073;4595;67838;Centre-Val de Loire
24;2021-02-20-2021-02-26;2559073;4569;67791;Centre-Val de Loire
24;2021-02-21-2021-02-27;2559073;4568;67539;Centre-Val de Loire
24;2021-02-22-2021-02-28;2559073;4580;67524;Centre-Val de Loire
24;2021-02-23-2021-03-01;2559073;4466;66693;Centre-Val de Loire
24;2021-02-24-2021-03-02;2559073;4341;64798;Centre-Val de Loire
24;2021-02-25-2021-03-03;2559073;4197;64378;Centre-Val de Loire
24;2021-02-26-2021-03-04;2559073;4165;62932;Centre-Val de Loire
24;2021-02-27-2021-03-05;2559073;4233;61525;Centre-Val de Loire
24;2021-02-28-2021-03-06;2559073;4271;61067;Centre-Val de Loire
24;2021-03-01-2021-03-07;2559073;4264;60893;Centre-Val de Loire
24;2021-03-02-2021-03-08;2559073;4430;60811;Centre-Val de Loire
24;2021-03-03-2021-03-09;2559073;4539;60717;Centre-Val de Loire
24;2021-03-04-2021-03-10;2559073;4676;61193;Centre-Val de Loire
24;2021-03-05-2021-03-11;2559073;4845;62725;Centre-Val de Loire
24;2021-03-06-2021-03-12;2559073;5073;64876;Centre-Val de Loire
24;2021-03-07-2021-03-13;2559073;5228;65976;Centre-Val de Loire
24;2021-03-08-2021-03-14;2559073;5220;66085;Centre-Val de Loire
24;2021-03-09-2021-03-15;2559073;5380;65953;Centre-Val de Loire
24;2021-03-10-2021-03-16;2559073;5660;68279;Centre-Val de Loire
24;2021-03-11-2021-03-17;2559073;5976;69693;Centre-Val de Loire
24;2021-03-12-2021-03-18;2559073;6160;72781;Centre-Val de Loire
24;2021-03-13-2021-03-19;2559073;6262;75773;Centre-Val de Loire
24;2021-03-14-2021-03-20;2559073;6306;77084;Centre-Val de Loire
24;2021-03-15-2021-03-21;2559073;6339;77285;Centre-Val de Loire
24;2021-03-16-2021-03-22;2559073;6557;79767;Centre-Val de Loire
24;2021-03-17-2021-03-23;2559073;6788;82730;Centre-Val de Loire
24;2021-03-18-2021-03-24;2559073;6998;85041;Centre-Val de Loire
24;2021-03-19-2021-03-25;2559073;7312;88733;Centre-Val de Loire
24;2021-03-20-2021-03-26;2559073;7664;92514;Centre-Val de Loire
24;2021-03-21-2021-03-27;2559073;7789;94195;Centre-Val de Loire
24;2021-03-22-2021-03-28;2559073;7829;94452;Centre-Val de Loire
24;2021-03-23-2021-03-29;2559073;8143;96725;Centre-Val de Loire
24;2021-03-24-2021-03-30;2559073;8382;99952;Centre-Val de Loire
24;2021-03-25-2021-03-31;2559073;8496;102665;Centre-Val de Loire
24;2021-03-26-2021-04-01;2559073;8573;105542;Centre-Val de Loire
24;2021-03-27-2021-04-02;2559073;8565;107161;Centre-Val de Loire
24;2021-03-28-2021-04-03;2559073;8674;109233;Centre-Val de Loire
24;2021-03-29-2021-04-04;2559073;8672;109365;Centre-Val de Loire
24;2021-03-30-2021-04-05;2559073;7158;93312;Centre-Val de Loire
24;2021-03-31-2021-04-06;2559073;7421;92738;Centre-Val de Loire
24;2021-04-01-2021-04-07;2559073;7467;90867;Centre-Val de Loire
24;2021-04-02-2021-04-08;2559073;7460;86390;Centre-Val de Loire
24;2021-04-03-2021-04-09;2559073;7408;81204;Centre-Val de Loire
27;2020-05-13-2020-05-19;2783039;227;12371;Bourgogne-Franche-Comté
27;2020-05-14-2020-05-20;2783039;237;12815;Bourgogne-Franche-Comté
27;2020-05-15-2020-05-21;2783039;209;11329;Bourgogne-Franche-Comté
27;2020-05-16-2020-05-22;2783039;180;10767;Bourgogne-Franche-Comté
27;2020-05-17-2020-05-23;2783039;169;10800;Bourgogne-Franche-Comté
27;2020-05-18-2020-05-24;2783039;167;10785;Bourgogne-Franche-Comté
27;2020-05-19-2020-05-25;2783039;148;10797;Bourgogne-Franche-Comté
27;2020-05-20-2020-05-26;2783039;121;10558;Bourgogne-Franche-Comté
27;2020-05-21-2020-05-27;2783039;106;10039;Bourgogne-Franche-Comté
27;2020-05-22-2020-05-28;2783039;114;11343;Bourgogne-Franche-Comté
27;2020-05-23-2020-05-29;2783039;88;11271;Bourgogne-Franche-Comté
27;2020-05-24-2020-05-30;2783039;88;11342;Bourgogne-Franche-Comté
27;2020-05-25-2020-05-31;2783039;86;11355;Bourgogne-Franche-Comté
27;2020-05-26-2020-06-01;2783039;67;9556;Bourgogne-Franche-Comté
27;2020-05-27-2020-06-02;2783039;82;9418;Bourgogne-Franche-Comté
27;2020-05-28-2020-06-03;2783039;82;9366;Bourgogne-Franche-Comté
27;2020-05-29-2020-06-04;2783039;82;9503;Bourgogne-Franche-Comté
27;2020-05-30-2020-06-05;2783039;85;9358;Bourgogne-Franche-Comté
27;2020-05-31-2020-06-06;2783039;81;9399;Bourgogne-Franche-Comté
27;2020-06-01-2020-06-07;2783039;77;9360;Bourgogne-Franche-Comté
27;2020-06-02-2020-06-08;2783039;83;10722;Bourgogne-Franche-Comté
27;2020-06-03-2020-06-09;2783039;66;10507;Bourgogne-Franche-Comté
27;2020-06-04-2020-06-10;2783039;69;10562;Bourgogne-Franche-Comté
27;2020-06-05-2020-06-11;2783039;64;10347;Bourgogne-Franche-Comté
27;2020-06-06-2020-06-12;2783039;67;10417;Bourgogne-Franche-Comté
27;2020-06-07-2020-06-13;2783039;60;10460;Bourgogne-Franche-Comté
27;2020-06-08-2020-06-14;2783039;63;10563;Bourgogne-Franche-Comté
27;2020-06-09-2020-06-15;2783039;63;10457;Bourgogne-Franche-Comté
27;2020-06-10-2020-06-16;2783039;63;10343;Bourgogne-Franche-Comté
27;2020-06-11-2020-06-17;2783039;54;10114;Bourgogne-Franche-Comté
27;2020-06-12-2020-06-18;2783039;54;10082;Bourgogne-Franche-Comté
27;2020-06-13-2020-06-19;2783039;52;10028;Bourgogne-Franche-Comté
27;2020-06-14-2020-06-20;2783039;53;9880;Bourgogne-Franche-Comté
27;2020-06-15-2020-06-21;2783039;52;9892;Bourgogne-Franche-Comté
27;2020-06-16-2020-06-22;2783039;50;9932;Bourgogne-Franche-Comté
27;2020-06-17-2020-06-23;2783039;50;9792;Bourgogne-Franche-Comté
27;2020-06-18-2020-06-24;2783039;52;9826;Bourgogne-Franche-Comté
27;2020-06-19-2020-06-25;2783039;52;9582;Bourgogne-Franche-Comté
27;2020-06-20-2020-06-26;2783039;46;9605;Bourgogne-Franche-Comté
27;2020-06-21-2020-06-27;2783039;52;9791;Bourgogne-Franche-Comté
27;2020-06-22-2020-06-28;2783039;57;9823;Bourgogne-Franche-Comté
27;2020-06-23-2020-06-29;2783039;63;10079;Bourgogne-Franche-Comté
27;2020-06-24-2020-06-30;2783039;69;10899;Bourgogne-Franche-Comté
27;2020-06-25-2020-07-01;2783039;78;11403;Bourgogne-Franche-Comté
27;2020-06-26-2020-07-02;2783039;78;12213;Bourgogne-Franche-Comté
27;2020-06-27-2020-07-03;2783039;77;12956;Bourgogne-Franche-Comté
27;2020-06-28-2020-07-04;2783039;78;13379;Bourgogne-Franche-Comté
27;2020-06-29-2020-07-05;2783039;74;13413;Bourgogne-Franche-Comté
27;2020-06-30-2020-07-06;2783039;70;13664;Bourgogne-Franche-Comté
27;2020-07-01-2020-07-07;2783039;69;13624;Bourgogne-Franche-Comté
27;2020-07-02-2020-07-08;2783039;67;14112;Bourgogne-Franche-Comté
27;2020-07-03-2020-07-09;2783039;77;14578;Bourgogne-Franche-Comté
27;2020-07-04-2020-07-10;2783039;85;15146;Bourgogne-Franche-Comté
27;2020-07-05-2020-07-11;2783039;87;14892;Bourgogne-Franche-Comté
27;2020-07-06-2020-07-12;2783039;90;14907;Bourgogne-Franche-Comté
27;2020-07-07-2020-07-13;2783039;95;15055;Bourgogne-Franche-Comté
27;2020-07-08-2020-07-14;2783039;85;13152;Bourgogne-Franche-Comté
27;2020-07-09-2020-07-15;2783039;80;13525;Bourgogne-Franche-Comté
27;2020-07-10-2020-07-16;2783039;73;14050;Bourgogne-Franche-Comté
27;2020-07-11-2020-07-17;2783039;80;14553;Bourgogne-Franche-Comté
27;2020-07-12-2020-07-18;2783039;74;15297;Bourgogne-Franche-Comté
27;2020-07-13-2020-07-19;2783039;74;15508;Bourgogne-Franche-Comté
27;2020-07-14-2020-07-20;2783039;80;16198;Bourgogne-Franche-Comté
27;2020-07-15-2020-07-21;2783039;87;18843;Bourgogne-Franche-Comté
27;2020-07-16-2020-07-22;2783039;82;19335;Bourgogne-Franche-Comté
27;2020-07-17-2020-07-23;2783039;94;19154;Bourgogne-Franche-Comté
27;2020-07-18-2020-07-24;2783039;95;18834;Bourgogne-Franche-Comté
27;2020-07-19-2020-07-25;2783039;100;18818;Bourgogne-Franche-Comté
27;2020-07-20-2020-07-26;2783039;101;18943;Bourgogne-Franche-Comté
27;2020-07-21-2020-07-27;2783039;109;18876;Bourgogne-Franche-Comté
27;2020-07-22-2020-07-28;2783039;110;19036;Bourgogne-Franche-Comté
27;2020-07-23-2020-07-29;2783039;121;18600;Bourgogne-Franche-Comté
27;2020-07-24-2020-07-30;2783039;118;18592;Bourgogne-Franche-Comté
27;2020-07-25-2020-07-31;2783039;119;18752;Bourgogne-Franche-Comté
27;2020-07-26-2020-08-01;2783039;118;18472;Bourgogne-Franche-Comté
27;2020-07-27-2020-08-02;2783039;117;18307;Bourgogne-Franche-Comté
27;2020-07-28-2020-08-03;2783039;120;18405;Bourgogne-Franche-Comté
27;2020-07-29-2020-08-04;2783039;126;18192;Bourgogne-Franche-Comté
27;2020-07-30-2020-08-05;2783039;140;17923;Bourgogne-Franche-Comté
27;2020-07-31-2020-08-06;2783039;151;17877;Bourgogne-Franche-Comté
27;2020-08-01-2020-08-07;2783039;161;17415;Bourgogne-Franche-Comté
27;2020-08-02-2020-08-08;2783039;171;17565;Bourgogne-Franche-Comté
27;2020-08-03-2020-08-09;2783039;169;17533;Bourgogne-Franche-Comté
27;2020-08-04-2020-08-10;2783039;177;17177;Bourgogne-Franche-Comté
27;2020-08-05-2020-08-11;2783039;197;17067;Bourgogne-Franche-Comté
27;2020-08-06-2020-08-12;2783039;207;17439;Bourgogne-Franche-Comté
27;2020-08-07-2020-08-13;2783039;223;17689;Bourgogne-Franche-Comté
27;2020-08-08-2020-08-14;2783039;250;18656;Bourgogne-Franche-Comté
27;2020-08-09-2020-08-15;2783039;253;17923;Bourgogne-Franche-Comté
27;2020-08-10-2020-08-16;2783039;272;18128;Bourgogne-Franche-Comté
27;2020-08-11-2020-08-17;2783039;332;19920;Bourgogne-Franche-Comté
27;2020-08-12-2020-08-18;2783039;388;21476;Bourgogne-Franche-Comté
27;2020-08-13-2020-08-19;2783039;428;22703;Bourgogne-Franche-Comté
27;2020-08-14-2020-08-20;2783039;466;24278;Bourgogne-Franche-Comté
27;2020-08-15-2020-08-21;2783039;522;26006;Bourgogne-Franche-Comté
27;2020-08-16-2020-08-22;2783039;565;28779;Bourgogne-Franche-Comté
27;2020-08-17-2020-08-23;2783039;579;29107;Bourgogne-Franche-Comté
27;2020-08-18-2020-08-24;2783039;627;31185;Bourgogne-Franche-Comté
27;2020-08-19-2020-08-25;2783039;663;32396;Bourgogne-Franche-Comté
27;2020-08-20-2020-08-26;2783039;726;34565;Bourgogne-Franche-Comté
27;2020-08-21-2020-08-27;2783039;812;36344;Bourgogne-Franche-Comté
27;2020-08-22-2020-08-28;2783039;883;38442;Bourgogne-Franche-Comté
27;2020-08-23-2020-08-29;2783039;903;38844;Bourgogne-Franche-Comté
27;2020-08-24-2020-08-30;2783039;900;39322;Bourgogne-Franche-Comté
27;2020-08-25-2020-08-31;2783039;947;39852;Bourgogne-Franche-Comté
27;2020-08-26-2020-09-01;2783039;1006;40962;Bourgogne-Franche-Comté
27;2020-08-27-2020-09-02;2783039;1030;41769;Bourgogne-Franche-Comté
27;2020-08-28-2020-09-03;2783039;1048;42360;Bourgogne-Franche-Comté
27;2020-08-29-2020-09-04;2783039;1090;42116;Bourgogne-Franche-Comté
27;2020-08-30-2020-09-05;2783039;1122;42430;Bourgogne-Franche-Comté
27;2020-08-31-2020-09-06;2783039;1133;42253;Bourgogne-Franche-Comté
27;2020-09-01-2020-09-07;2783039;1218;43043;Bourgogne-Franche-Comté
27;2020-09-02-2020-09-08;2783039;1303;44952;Bourgogne-Franche-Comté
27;2020-09-03-2020-09-09;2783039;1336;46904;Bourgogne-Franche-Comté
27;2020-09-04-2020-09-10;2783039;1425;49990;Bourgogne-Franche-Comté
27;2020-09-05-2020-09-11;2783039;1491;53131;Bourgogne-Franche-Comté
27;2020-09-06-2020-09-12;2783039;1531;54425;Bourgogne-Franche-Comté
27;2020-09-07-2020-09-13;2783039;1552;54626;Bourgogne-Franche-Comté
27;2020-09-08-2020-09-14;2783039;1609;56726;Bourgogne-Franche-Comté
27;2020-09-09-2020-09-15;2783039;1608;57778;Bourgogne-Franche-Comté
27;2020-09-10-2020-09-16;2783039;1714;57779;Bourgogne-Franche-Comté
27;2020-09-11-2020-09-17;2783039;1774;56651;Bourgogne-Franche-Comté
27;2020-09-12-2020-09-18;2783039;1802;55232;Bourgogne-Franche-Comté
27;2020-09-13-2020-09-19;2783039;1786;54235;Bourgogne-Franche-Comté
27;2020-09-14-2020-09-20;2783039;1796;54047;Bourgogne-Franche-Comté
27;2020-09-15-2020-09-21;2783039;1808;52083;Bourgogne-Franche-Comté
27;2020-09-16-2020-09-22;2783039;1887;50049;Bourgogne-Franche-Comté
27;2020-09-17-2020-09-23;2783039;1891;48173;Bourgogne-Franche-Comté
27;2020-09-18-2020-09-24;2783039;1904;46521;Bourgogne-Franche-Comté
27;2020-09-19-2020-09-25;2783039;1851;45027;Bourgogne-Franche-Comté
27;2020-09-20-2020-09-26;2783039;1873;44131;Bourgogne-Franche-Comté
27;2020-09-21-2020-09-27;2783039;1841;43616;Bourgogne-Franche-Comté
27;2020-09-22-2020-09-28;2783039;1820;42746;Bourgogne-Franche-Comté
27;2020-09-23-2020-09-29;2783039;1747;41902;Bourgogne-Franche-Comté
27;2020-09-24-2020-09-30;2783039;1804;41448;Bourgogne-Franche-Comté
27;2020-09-25-2020-10-01;2783039;1780;40869;Bourgogne-Franche-Comté
27;2020-09-26-2020-10-02;2783039;1897;40614;Bourgogne-Franche-Comté
27;2020-09-27-2020-10-03;2783039;1937;40687;Bourgogne-Franche-Comté
27;2020-09-28-2020-10-04;2783039;1927;40770;Bourgogne-Franche-Comté
27;2020-09-29-2020-10-05;2783039;2087;40944;Bourgogne-Franche-Comté
27;2020-09-30-2020-10-06;2783039;2199;41261;Bourgogne-Franche-Comté
27;2020-10-01-2020-10-07;2783039;2407;41905;Bourgogne-Franche-Comté
27;2020-10-02-2020-10-08;2783039;2608;42897;Bourgogne-Franche-Comté
27;2020-10-03-2020-10-09;2783039;2933;44716;Bourgogne-Franche-Comté
27;2020-10-04-2020-10-10;2783039;3059;45463;Bourgogne-Franche-Comté
27;2020-10-05-2020-10-11;2783039;3092;45540;Bourgogne-Franche-Comté
27;2020-10-06-2020-10-12;2783039;3566;47698;Bourgogne-Franche-Comté
27;2020-10-07-2020-10-13;2783039;4086;49797;Bourgogne-Franche-Comté
27;2020-10-08-2020-10-14;2783039;4440;52124;Bourgogne-Franche-Comté
27;2020-10-09-2020-10-15;2783039;4952;55562;Bourgogne-Franche-Comté
27;2020-10-10-2020-10-16;2783039;5441;57893;Bourgogne-Franche-Comté
27;2020-10-11-2020-10-17;2783039;5810;59561;Bourgogne-Franche-Comté
27;2020-10-12-2020-10-18;2783039;5870;59730;Bourgogne-Franche-Comté
27;2020-10-13-2020-10-19;2783039;6486;62913;Bourgogne-Franche-Comté
27;2020-10-14-2020-10-20;2783039;7351;66120;Bourgogne-Franche-Comté
27;2020-10-15-2020-10-21;2783039;8402;69201;Bourgogne-Franche-Comté
27;2020-10-16-2020-10-22;2783039;9442;72135;Bourgogne-Franche-Comté
27;2020-10-17-2020-10-23;2783039;10596;75734;Bourgogne-Franche-Comté
27;2020-10-18-2020-10-24;2783039;11141;77165;Bourgogne-Franche-Comté
27;2020-10-19-2020-10-25;2783039;11346;77634;Bourgogne-Franche-Comté
27;2020-10-20-2020-10-26;2783039;12907;81987;Bourgogne-Franche-Comté
27;2020-10-21-2020-10-27;2783039;14044;85689;Bourgogne-Franche-Comté
27;2020-10-22-2020-10-28;2783039;14690;88484;Bourgogne-Franche-Comté
27;2020-10-23-2020-10-29;2783039;15230;90274;Bourgogne-Franche-Comté
27;2020-10-24-2020-10-30;2783039;15715;92963;Bourgogne-Franche-Comté
27;2020-10-25-2020-10-31;2783039;16160;94565;Bourgogne-Franche-Comté
27;2020-10-26-2020-11-01;2783039;16136;94674;Bourgogne-Franche-Comté
27;2020-10-27-2020-11-02;2783039;16816;96715;Bourgogne-Franche-Comté
27;2020-10-28-2020-11-03;2783039;17222;98169;Bourgogne-Franche-Comté
27;2020-10-29-2020-11-04;2783039;17521;99511;Bourgogne-Franche-Comté
27;2020-10-30-2020-11-05;2783039;17601;102175;Bourgogne-Franche-Comté
27;2020-10-31-2020-11-06;2783039;17332;103427;Bourgogne-Franche-Comté
27;2020-11-01-2020-11-07;2783039;16858;102725;Bourgogne-Franche-Comté
27;2020-11-02-2020-11-08;2783039;16820;102339;Bourgogne-Franche-Comté
27;2020-11-03-2020-11-09;2783039;15718;99870;Bourgogne-Franche-Comté
27;2020-11-04-2020-11-10;2783039;14858;98825;Bourgogne-Franche-Comté
27;2020-11-05-2020-11-11;2783039;12172;84496;Bourgogne-Franche-Comté
27;2020-11-06-2020-11-12;2783039;11684;84508;Bourgogne-Franche-Comté
27;2020-11-07-2020-11-13;2783039;10983;82360;Bourgogne-Franche-Comté
27;2020-11-08-2020-11-14;2783039;10522;80966;Bourgogne-Franche-Comté
27;2020-11-09-2020-11-15;2783039;10402;80587;Bourgogne-Franche-Comté
27;2020-11-10-2020-11-16;2783039;9480;77337;Bourgogne-Franche-Comté
27;2020-11-11-2020-11-17;2783039;8445;73433;Bourgogne-Franche-Comté
27;2020-11-12-2020-11-18;2783039;9311;81046;Bourgogne-Franche-Comté
27;2020-11-13-2020-11-19;2783039;8186;74246;Bourgogne-Franche-Comté
27;2020-11-14-2020-11-20;2783039;7302;69722;Bourgogne-Franche-Comté
27;2020-11-15-2020-11-21;2783039;7047;68610;Bourgogne-Franche-Comté
27;2020-11-16-2020-11-22;2783039;7000;68619;Bourgogne-Franche-Comté
27;2020-11-17-2020-11-23;2783039;6301;65074;Bourgogne-Franche-Comté
27;2020-11-18-2020-11-24;2783039;5767;61829;Bourgogne-Franche-Comté
27;2020-11-19-2020-11-25;2783039;5478;60836;Bourgogne-Franche-Comté
27;2020-11-20-2020-11-26;2783039;5253;59048;Bourgogne-Franche-Comté
27;2020-11-21-2020-11-27;2783039;5088;58267;Bourgogne-Franche-Comté
27;2020-11-22-2020-11-28;2783039;5075;58082;Bourgogne-Franche-Comté
27;2020-11-23-2020-11-29;2783039;5082;57965;Bourgogne-Franche-Comté
27;2020-11-24-2020-11-30;2783039;5062;57471;Bourgogne-Franche-Comté
27;2020-11-25-2020-12-01;2783039;4959;56081;Bourgogne-Franche-Comté
27;2020-11-26-2020-12-02;2783039;4944;55326;Bourgogne-Franche-Comté
27;2020-11-27-2020-12-03;2783039;4904;55476;Bourgogne-Franche-Comté
27;2020-11-28-2020-12-04;2783039;4995;55980;Bourgogne-Franche-Comté
27;2020-11-29-2020-12-05;2783039;5008;56467;Bourgogne-Franche-Comté
27;2020-11-30-2020-12-06;2783039;5005;56585;Bourgogne-Franche-Comté
27;2020-12-01-2020-12-07;2783039;5106;57602;Bourgogne-Franche-Comté
27;2020-12-02-2020-12-08;2783039;5272;59287;Bourgogne-Franche-Comté
27;2020-12-03-2020-12-09;2783039;5470;60922;Bourgogne-Franche-Comté
