reg;semaine_glissante;pop;P;T;nom_region
06;2021-03-05-2021-03-11;279471;465;3739;Mayotte
06;2021-03-06-2021-03-12;279471;492;4463;Mayotte
06;2021-03-07-2021-03-13;279471;551;5060;Mayotte
06;2021-03-08-2021-03-14;279471;553;5195;Mayotte
06;2021-03-09-2021-03-15;279471;531;5363;Mayotte
06;2021-03-10-2021-03-16;279471;493;5354;Mayotte
06;2021-03-11-2021-03-17;279471;462;5385;Mayotte
06;2021-03-12-2021-03-18;279471;484;5697;Mayotte
06;2021-03-13-2021-03-19;279471;388;4629;Mayotte
06;2021-03-14-2021-03-20;279471;312;3971;Mayotte
06;2021-03-15-2021-03-21;279471;301;3793;Mayotte
06;2021-03-16-2021-03-22;279471;268;3530;Mayotte
06;2021-03-17-2021-03-23;279471;239;3423;Mayotte
06;2021-03-18-2021-03-24;279471;211;3493;Mayotte
06;2021-03-19-2021-03-25;279471;191;3162;Mayotte
06;2021-03-20-2021-03-26;279471;200;3540;Mayotte
06;2021-03-21-2021-03-27;279471;192;3482;Mayotte
06;2021-03-22-2021-03-28;279471;189;3441;Mayotte
06;2021-03-23-2021-03-29;279471;182;3732;Mayotte
06;2021-03-24-2021-03-30;279471;171;3615;Mayotte
06;2021-03-25-2021-03-31;279471;181;3485;Mayotte
06;2021-03-26-2021-04-01;279471;175;3568;Mayotte
06;2021-03-27-2021-04-02;279471;173;3437;Mayotte
06;2021-03-28-2021-04-03;279471;176;3539;Mayotte
06;2021-03-29-2021-04-04;279471;175;3537;Mayotte
06;2021-03-30-2021-04-05;279471;143;2959;Mayotte
06;2021-03-31-2021-04-06;279471;149;3048;Mayotte
06;2021-04-01-2021-04-07;279471;138;3159;Mayotte
06;2021-04-02-2021-04-08;279471;127;3205;Mayotte
06;2021-04-03-2021-04-09;279471;124;3101;Mayotte
07;2020-05-13-2020-05-19;9961;0;1;Saint-Barthélemy
07;2020-05-14-2020-05-20;9961;0;3;Saint-Barthélemy
07;2020-05-15-2020-05-21;9961;0;6;Saint-Barthélemy
07;2020-05-16-2020-05-22;9961;0;11;Saint-Barthélemy
07;2020-05-17-2020-05-23;9961;0;12;Saint-Barthélemy
07;2020-05-18-2020-05-24;9961;0;12;Saint-Barthélemy
07;2020-05-19-2020-05-25;9961;0;17;Saint-Barthélemy
07;2020-05-20-2020-05-26;9961;0;22;Saint-Barthélemy
07;2020-05-21-2020-05-27;9961;0;36;Saint-Barthélemy
07;2020-05-22-2020-05-28;9961;0;36;Saint-Barthélemy
07;2020-05-23-2020-05-29;9961;0;53;Saint-Barthélemy
07;2020-05-24-2020-05-30;9961;0;53;Saint-Barthélemy
07;2020-05-25-2020-05-31;9961;0;53;Saint-Barthélemy
07;2020-05-26-2020-06-01;9961;0;49;Saint-Barthélemy
07;2020-05-27-2020-06-02;9961;0;48;Saint-Barthélemy
07;2020-05-28-2020-06-03;9961;0;51;Saint-Barthélemy
07;2020-05-29-2020-06-04;9961;0;58;Saint-Barthélemy
07;2020-05-30-2020-06-05;9961;0;56;Saint-Barthélemy
07;2020-05-31-2020-06-06;9961;0;67;Saint-Barthélemy
07;2020-06-01-2020-06-07;9961;0;67;Saint-Barthélemy
07;2020-06-02-2020-06-08;9961;0;72;Saint-Barthélemy
07;2020-06-03-2020-06-09;9961;0;72;Saint-Barthélemy
07;2020-06-04-2020-06-10;9961;0;67;Saint-Barthélemy
07;2020-06-05-2020-06-11;9961;0;60;Saint-Barthélemy
07;2020-06-06-2020-06-12;9961;0;58;Saint-Barthélemy
07;2020-06-07-2020-06-13;9961;0;51;Saint-Barthélemy
07;2020-06-08-2020-06-14;9961;0;51;Saint-Barthélemy
07;2020-06-09-2020-06-15;9961;1;67;Saint-Barthélemy
07;2020-06-10-2020-06-16;9961;1;74;Saint-Barthélemy
07;2020-06-11-2020-06-17;9961;1;84;Saint-Barthélemy
07;2020-06-12-2020-06-18;9961;1;93;Saint-Barthélemy
07;2020-06-13-2020-06-19;9961;1;92;Saint-Barthélemy
07;2020-06-14-2020-06-20;9961;1;104;Saint-Barthélemy
07;2020-06-15-2020-06-21;9961;1;104;Saint-Barthélemy
07;2020-06-16-2020-06-22;9961;0;117;Saint-Barthélemy
07;2020-06-17-2020-06-23;9961;0;113;Saint-Barthélemy
07;2020-06-18-2020-06-24;9961;0;114;Saint-Barthélemy
07;2020-06-19-2020-06-25;9961;0;111;Saint-Barthélemy
07;2020-06-20-2020-06-26;9961;1;122;Saint-Barthélemy
07;2020-06-21-2020-06-27;9961;1;120;Saint-Barthélemy
07;2020-06-22-2020-06-28;9961;1;120;Saint-Barthélemy
07;2020-06-23-2020-06-29;9961;1;108;Saint-Barthélemy
07;2020-06-24-2020-06-30;9961;1;118;Saint-Barthélemy
07;2020-06-25-2020-07-01;9961;1;121;Saint-Barthélemy
07;2020-06-26-2020-07-02;9961;1;157;Saint-Barthélemy
07;2020-06-27-2020-07-03;9961;0;192;Saint-Barthélemy
07;2020-06-28-2020-07-04;9961;0;190;Saint-Barthélemy
07;2020-06-29-2020-07-05;9961;0;190;Saint-Barthélemy
07;2020-06-30-2020-07-06;9961;0;207;Saint-Barthélemy
07;2020-07-01-2020-07-07;9961;0;226;Saint-Barthélemy
07;2020-07-02-2020-07-08;9961;0;252;Saint-Barthélemy
07;2020-07-03-2020-07-09;9961;0;238;Saint-Barthélemy
07;2020-07-04-2020-07-10;9961;0;208;Saint-Barthélemy
07;2020-07-05-2020-07-11;9961;0;213;Saint-Barthélemy
07;2020-07-06-2020-07-12;9961;0;213;Saint-Barthélemy
07;2020-07-07-2020-07-13;9961;0;224;Saint-Barthélemy
07;2020-07-08-2020-07-14;9961;0;187;Saint-Barthélemy
07;2020-07-09-2020-07-15;9961;1;181;Saint-Barthélemy
07;2020-07-10-2020-07-16;9961;1;206;Saint-Barthélemy
07;2020-07-11-2020-07-17;9961;2;221;Saint-Barthélemy
07;2020-07-12-2020-07-18;9961;2;233;Saint-Barthélemy
07;2020-07-13-2020-07-19;9961;2;233;Saint-Barthélemy
07;2020-07-14-2020-07-20;9961;2;247;Saint-Barthélemy
07;2020-07-15-2020-07-21;9961;2;297;Saint-Barthélemy
07;2020-07-16-2020-07-22;9961;1;290;Saint-Barthélemy
07;2020-07-17-2020-07-23;9961;1;269;Saint-Barthélemy
07;2020-07-18-2020-07-24;9961;0;279;Saint-Barthélemy
07;2020-07-19-2020-07-25;9961;0;275;Saint-Barthélemy
07;2020-07-20-2020-07-26;9961;0;276;Saint-Barthélemy
07;2020-07-21-2020-07-27;9961;0;265;Saint-Barthélemy
07;2020-07-22-2020-07-28;9961;0;243;Saint-Barthélemy
07;2020-07-23-2020-07-29;9961;0;214;Saint-Barthélemy
07;2020-07-24-2020-07-30;9961;1;221;Saint-Barthélemy
07;2020-07-25-2020-07-31;9961;1;209;Saint-Barthélemy
07;2020-07-26-2020-08-01;9961;1;211;Saint-Barthélemy
07;2020-07-27-2020-08-02;9961;1;210;Saint-Barthélemy
07;2020-07-28-2020-08-03;9961;2;196;Saint-Barthélemy
07;2020-07-29-2020-08-04;9961;2;201;Saint-Barthélemy
07;2020-07-30-2020-08-05;9961;3;239;Saint-Barthélemy
07;2020-07-31-2020-08-06;9961;2;221;Saint-Barthélemy
07;2020-08-01-2020-08-07;9961;3;224;Saint-Barthélemy
07;2020-08-02-2020-08-08;9961;3;228;Saint-Barthélemy
07;2020-08-03-2020-08-09;9961;3;230;Saint-Barthélemy
07;2020-08-04-2020-08-10;9961;2;229;Saint-Barthélemy
07;2020-08-05-2020-08-11;9961;2;224;Saint-Barthélemy
07;2020-08-06-2020-08-12;9961;2;200;Saint-Barthélemy
07;2020-08-07-2020-08-13;9961;2;231;Saint-Barthélemy
07;2020-08-08-2020-08-14;9961;1;241;Saint-Barthélemy
07;2020-08-09-2020-08-15;9961;1;235;Saint-Barthélemy
07;2020-08-10-2020-08-16;9961;1;241;Saint-Barthélemy
07;2020-08-11-2020-08-17;9961;2;249;Saint-Barthélemy
07;2020-08-12-2020-08-18;9961;2;265;Saint-Barthélemy
07;2020-08-13-2020-08-19;9961;1;290;Saint-Barthélemy
07;2020-08-14-2020-08-20;9961;1;279;Saint-Barthélemy
07;2020-08-15-2020-08-21;9961;1;286;Saint-Barthélemy
07;2020-08-16-2020-08-22;9961;1;296;Saint-Barthélemy
07;2020-08-17-2020-08-23;9961;1;297;Saint-Barthélemy
07;2020-08-18-2020-08-24;9961;3;293;Saint-Barthélemy
07;2020-08-19-2020-08-25;9961;3;281;Saint-Barthélemy
07;2020-08-20-2020-08-26;9961;3;260;Saint-Barthélemy
07;2020-08-21-2020-08-27;9961;6;279;Saint-Barthélemy
07;2020-08-22-2020-08-28;9961;7;298;Saint-Barthélemy
07;2020-08-23-2020-08-29;9961;7;292;Saint-Barthélemy
07;2020-08-24-2020-08-30;9961;7;283;Saint-Barthélemy
07;2020-08-25-2020-08-31;9961;4;279;Saint-Barthélemy
07;2020-08-26-2020-09-01;9961;6;266;Saint-Barthélemy
07;2020-08-27-2020-09-02;9961;7;266;Saint-Barthélemy
07;2020-08-28-2020-09-03;9961;4;236;Saint-Barthélemy
07;2020-08-29-2020-09-04;9961;6;184;Saint-Barthélemy
07;2020-08-30-2020-09-05;9961;6;174;Saint-Barthélemy
07;2020-08-31-2020-09-06;9961;6;175;Saint-Barthélemy
07;2020-09-01-2020-09-07;9961;6;158;Saint-Barthélemy
07;2020-09-02-2020-09-08;9961;5;155;Saint-Barthélemy
07;2020-09-03-2020-09-09;9961;4;150;Saint-Barthélemy
07;2020-09-04-2020-09-10;9961;5;130;Saint-Barthélemy
07;2020-09-05-2020-09-11;9961;2;136;Saint-Barthélemy
07;2020-09-06-2020-09-12;9961;3;151;Saint-Barthélemy
07;2020-09-07-2020-09-13;9961;3;154;Saint-Barthélemy
07;2020-09-08-2020-09-14;9961;4;156;Saint-Barthélemy
07;2020-09-09-2020-09-15;9961;7;183;Saint-Barthélemy
07;2020-09-10-2020-09-16;9961;8;195;Saint-Barthélemy
07;2020-09-11-2020-09-17;9961;7;240;Saint-Barthélemy
07;2020-09-12-2020-09-18;9961;9;249;Saint-Barthélemy
07;2020-09-13-2020-09-19;9961;8;227;Saint-Barthélemy
07;2020-09-14-2020-09-20;9961;8;228;Saint-Barthélemy
07;2020-09-15-2020-09-21;9961;12;247;Saint-Barthélemy
07;2020-09-16-2020-09-22;9961;10;254;Saint-Barthélemy
07;2020-09-17-2020-09-23;9961;10;260;Saint-Barthélemy
07;2020-09-18-2020-09-24;9961;14;239;Saint-Barthélemy
07;2020-09-19-2020-09-25;9961;14;267;Saint-Barthélemy
07;2020-09-20-2020-09-26;9961;14;273;Saint-Barthélemy
07;2020-09-21-2020-09-27;9961;14;272;Saint-Barthélemy
07;2020-09-22-2020-09-28;9961;12;272;Saint-Barthélemy
07;2020-09-23-2020-09-29;9961;13;248;Saint-Barthélemy
07;2020-09-24-2020-09-30;9961;15;261;Saint-Barthélemy
07;2020-09-25-2020-10-01;9961;11;250;Saint-Barthélemy
07;2020-09-26-2020-10-02;9961;10;239;Saint-Barthélemy
07;2020-09-27-2020-10-03;9961;10;230;Saint-Barthélemy
07;2020-09-28-2020-10-04;9961;10;231;Saint-Barthélemy
07;2020-09-29-2020-10-05;9961;7;231;Saint-Barthélemy
07;2020-09-30-2020-10-06;9961;5;256;Saint-Barthélemy
07;2020-10-01-2020-10-07;9961;2;253;Saint-Barthélemy
07;2020-10-02-2020-10-08;9961;3;269;Saint-Barthélemy
07;2020-10-03-2020-10-09;9961;3;249;Saint-Barthélemy
07;2020-10-04-2020-10-10;9961;3;257;Saint-Barthélemy
07;2020-10-05-2020-10-11;9961;3;255;Saint-Barthélemy
07;2020-10-06-2020-10-12;9961;4;251;Saint-Barthélemy
07;2020-10-07-2020-10-13;9961;6;244;Saint-Barthélemy
07;2020-10-08-2020-10-14;9961;7;222;Saint-Barthélemy
07;2020-10-09-2020-10-15;9961;8;239;Saint-Barthélemy
07;2020-10-10-2020-10-16;9961;10;284;Saint-Barthélemy
07;2020-10-11-2020-10-17;9961;10;295;Saint-Barthélemy
07;2020-10-12-2020-10-18;9961;10;296;Saint-Barthélemy
07;2020-10-13-2020-10-19;9961;13;376;Saint-Barthélemy
07;2020-10-14-2020-10-20;9961;11;407;Saint-Barthélemy
07;2020-10-15-2020-10-21;9961;10;429;Saint-Barthélemy
07;2020-10-16-2020-10-22;9961;8;445;Saint-Barthélemy
07;2020-10-17-2020-10-23;9961;6;432;Saint-Barthélemy
07;2020-10-18-2020-10-24;9961;6;412;Saint-Barthélemy
07;2020-10-19-2020-10-25;9961;6;412;Saint-Barthélemy
07;2020-10-20-2020-10-26;9961;5;358;Saint-Barthélemy
07;2020-10-21-2020-10-27;9961;7;372;Saint-Barthélemy
07;2020-10-22-2020-10-28;9961;7;371;Saint-Barthélemy
07;2020-10-23-2020-10-29;9961;10;388;Saint-Barthélemy
07;2020-10-24-2020-10-30;9961;11;453;Saint-Barthélemy
07;2020-10-25-2020-10-31;9961;11;457;Saint-Barthélemy
07;2020-10-26-2020-11-01;9961;11;457;Saint-Barthélemy
07;2020-10-27-2020-11-02;9961;11;536;Saint-Barthélemy
07;2020-10-28-2020-11-03;9961;8;532;Saint-Barthélemy
07;2020-10-29-2020-11-04;9961;11;543;Saint-Barthélemy
07;2020-10-30-2020-11-05;9961;10;547;Saint-Barthélemy
07;2020-10-31-2020-11-06;9961;12;561;Saint-Barthélemy
07;2020-11-01-2020-11-07;9961;12;556;Saint-Barthélemy
07;2020-11-02-2020-11-08;9961;13;558;Saint-Barthélemy
07;2020-11-03-2020-11-09;9961;14;542;Saint-Barthélemy
07;2020-11-04-2020-11-10;9961;19;550;Saint-Barthélemy
07;2020-11-05-2020-11-11;9961;16;509;Saint-Barthélemy
07;2020-11-06-2020-11-12;9961;18;519;Saint-Barthélemy
07;2020-11-07-2020-11-13;9961;23;498;Saint-Barthélemy
07;2020-11-08-2020-11-14;9961;24;523;Saint-Barthélemy
07;2020-11-09-2020-11-15;9961;25;536;Saint-Barthélemy
07;2020-11-10-2020-11-16;9961;26;504;Saint-Barthélemy
07;2020-11-11-2020-11-17;9961;22;451;Saint-Barthélemy
07;2020-11-12-2020-11-18;9961;24;489;Saint-Barthélemy
07;2020-11-13-2020-11-19;9961;23;445;Saint-Barthélemy
07;2020-11-14-2020-11-20;9961;18;410;Saint-Barthélemy
07;2020-11-15-2020-11-21;9961;19;408;Saint-Barthélemy
07;2020-11-16-2020-11-22;9961;17;392;Saint-Barthélemy
07;2020-11-17-2020-11-23;9961;15;386;Saint-Barthélemy
07;2020-11-18-2020-11-24;9961;16;428;Saint-Barthélemy
07;2020-11-19-2020-11-25;9961;15;403;Saint-Barthélemy
07;2020-11-20-2020-11-26;9961;16;395;Saint-Barthélemy
07;2020-11-21-2020-11-27;9961;13;376;Saint-Barthélemy
07;2020-11-22-2020-11-28;9961;13;399;Saint-Barthélemy
07;2020-11-23-2020-11-29;9961;13;401;Saint-Barthélemy
07;2020-11-24-2020-11-30;9961;12;392;Saint-Barthélemy
07;2020-11-25-2020-12-01;9961;12;361;Saint-Barthélemy
07;2020-11-26-2020-12-02;9961;11;359;Saint-Barthélemy
07;2020-11-27-2020-12-03;9961;9;403;Saint-Barthélemy
07;2020-11-28-2020-12-04;9961;11;417;Saint-Barthélemy
07;2020-11-29-2020-12-05;9961;11;432;Saint-Barthélemy
07;2020-11-30-2020-12-06;9961;11;435;Saint-Barthélemy
07;2020-12-01-2020-12-07;9961;9;381;Saint-Barthélemy
07;2020-12-02-2020-12-08;9961;7;341;Saint-Barthélemy
07;2020-12-03-2020-12-09;9961;8;326;Saint-Barthélemy
07;2020-12-04-2020-12-10;9961;6;340;Saint-Barthélemy
07;2020-12-05-2020-12-11;9961;3;350;Saint-Barthélemy
07;2020-12-06-2020-12-12;9961;2;363;Saint-Barthélemy
07;2020-12-07-2020-12-13;9961;2;362;Saint-Barthélemy
07;2020-12-08-2020-12-14;9961;2;465;Saint-Barthélemy
07;2020-12-09-2020-12-15;9961;2;529;Saint-Barthélemy
07;2020-12-10-2020-12-16;9961;1;623;Saint-Barthélemy
07;2020-12-11-2020-12-17;9961;8;582;Saint-Barthélemy
07;2020-12-12-2020-12-18;9961;10;604;Saint-Barthélemy
07;2020-12-13-2020-12-19;9961;9;621;Saint-Barthélemy
07;2020-12-14-2020-12-20;9961;9;622;Saint-Barthélemy
07;2020-12-15-2020-12-21;9961;9;538;Saint-Barthélemy
07;2020-12-16-2020-12-22;9961;14;580;Saint-Barthélemy
07;2020-12-17-2020-12-23;9961;14;575;Saint-Barthélemy
07;2020-12-18-2020-12-24;9961;7;516;Saint-Barthélemy
07;2020-12-19-2020-12-25;9961;5;409;Saint-Barthélemy
07;2020-12-20-2020-12-26;9961;6;378;Saint-Barthélemy
07;2020-12-21-2020-12-27;9961;6;389;Saint-Barthélemy
07;2020-12-22-2020-12-28;9961;6;412;Saint-Barthélemy
07;2020-12-23-2020-12-29;9961;2;394;Saint-Barthélemy
07;2020-12-24-2020-12-30;9961;3;444;Saint-Barthélemy
07;2020-12-25-2020-12-31;9961;4;541;Saint-Barthélemy
07;2020-12-26-2021-01-01;9961;4;597;Saint-Barthélemy
07;2020-12-27-2021-01-02;9961;6;740;Saint-Barthélemy
07;2020-12-28-2021-01-03;9961;15;763;Saint-Barthélemy
07;2020-12-29-2021-01-04;9961;18;894;Saint-Barthélemy
07;2020-12-30-2021-01-05;9961;23;875;Saint-Barthélemy
07;2020-12-31-2021-01-06;9961;28;842;Saint-Barthélemy
07;2021-01-01-2021-01-07;9961;47;928;Saint-Barthélemy
07;2021-01-02-2021-01-08;9961;50;1013;Saint-Barthélemy
07;2021-01-03-2021-01-09;9961;50;887;Saint-Barthélemy
07;2021-01-04-2021-01-10;9961;43;855;Saint-Barthélemy
07;2021-01-05-2021-01-11;9961;48;870;Saint-Barthélemy
07;2021-01-06-2021-01-12;9961;46;858;Saint-Barthélemy
07;2021-01-07-2021-01-13;9961;45;863;Saint-Barthélemy
07;2021-01-08-2021-01-14;9961;41;831;Saint-Barthélemy
07;2021-01-09-2021-01-15;9961;50;815;Saint-Barthélemy
07;2021-01-10-2021-01-16;9961;53;828;Saint-Barthélemy
07;2021-01-11-2021-01-17;9961;51;835;Saint-Barthélemy
07;2021-01-12-2021-01-18;9961;60;847;Saint-Barthélemy
07;2021-01-13-2021-01-19;9961;62;925;Saint-Barthélemy
07;2021-01-14-2021-01-20;9961;66;926;Saint-Barthélemy
07;2021-01-15-2021-01-21;9961;59;971;Saint-Barthélemy
07;2021-01-16-2021-01-22;9961;59;1031;Saint-Barthélemy
07;2021-01-17-2021-01-23;9961;58;1056;Saint-Barthélemy
07;2021-01-18-2021-01-24;9961;59;1058;Saint-Barthélemy
07;2021-01-19-2021-01-25;9961;50;1010;Saint-Barthélemy
07;2021-01-20-2021-01-26;9961;57;1144;Saint-Barthélemy
07;2021-01-21-2021-01-27;9961;54;1232;Saint-Barthélemy
07;2021-01-22-2021-01-28;9961;52;1390;Saint-Barthélemy
07;2021-01-23-2021-01-29;9961;46;1452;Saint-Barthélemy
07;2021-01-24-2021-01-30;9961;49;1526;Saint-Barthélemy
07;2021-01-25-2021-01-31;9961;48;1521;Saint-Barthélemy
07;2021-01-26-2021-02-01;9961;56;1609;Saint-Barthélemy
07;2021-01-27-2021-02-02;9961;51;1614;Saint-Barthélemy
07;2021-01-28-2021-02-03;9961;54;1648;Saint-Barthélemy
07;2021-01-29-2021-02-04;9961;54;1614;Saint-Barthélemy
07;2021-01-30-2021-02-05;9961;60;1651;Saint-Barthélemy
07;2021-01-31-2021-02-06;9961;56;1596;Saint-Barthélemy
07;2021-02-01-2021-02-07;9961;57;1597;Saint-Barthélemy
07;2021-02-02-2021-02-08;9961;53;1609;Saint-Barthélemy
07;2021-02-03-2021-02-09;9961;51;1532;Saint-Barthélemy
07;2021-02-04-2021-02-10;9961;56;1442;Saint-Barthélemy
07;2021-02-05-2021-02-11;9961;54;1437;Saint-Barthélemy
07;2021-02-06-2021-02-12;9961;47;1296;Saint-Barthélemy
07;2021-02-07-2021-02-13;9961;48;1270;Saint-Barthélemy
07;2021-02-08-2021-02-14;9961;47;1268;Saint-Barthélemy
07;2021-02-09-2021-02-15;9961;43;1151;Saint-Barthélemy
07;2021-02-10-2021-02-16;9961;40;1043;Saint-Barthélemy
07;2021-02-11-2021-02-17;9961;42;1095;Saint-Barthélemy
07;2021-02-12-2021-02-18;9961;48;965;Saint-Barthélemy
07;2021-02-13-2021-02-19;9961;56;1054;Saint-Barthélemy
07;2021-02-14-2021-02-20;9961;61;1048;Saint-Barthélemy
07;2021-02-15-2021-02-21;9961;63;1047;Saint-Barthélemy
07;2021-02-16-2021-02-22;9961;74;1107;Saint-Barthélemy
07;2021-02-17-2021-02-23;9961;80;1123;Saint-Barthélemy
07;2021-02-18-2021-02-24;9961;73;1061;Saint-Barthélemy
07;2021-02-19-2021-02-25;9961;71;1173;Saint-Barthélemy
07;2021-02-20-2021-02-26;9961;70;1165;Saint-Barthélemy
07;2021-02-21-2021-02-27;9961;63;1159;Saint-Barthélemy
07;2021-02-22-2021-02-28;9961;62;1176;Saint-Barthélemy
07;2021-02-23-2021-03-01;9961;56;1218;Saint-Barthélemy
07;2021-02-24-2021-03-02;9961;58;1228;Saint-Barthélemy
07;2021-02-25-2021-03-03;9961;59;1188;Saint-Barthélemy
07;2021-02-26-2021-03-04;9961;60;1088;Saint-Barthélemy
07;2021-02-27-2021-03-05;9961;56;1028;Saint-Barthélemy
07;2021-02-28-2021-03-06;9961;58;1047;Saint-Barthélemy
07;2021-03-01-2021-03-07;9961;58;1030;Saint-Barthélemy
07;2021-03-02-2021-03-08;9961;63;998;Saint-Barthélemy
07;2021-03-03-2021-03-09;9961;57;1005;Saint-Barthélemy
07;2021-03-04-2021-03-10;9961;57;1023;Saint-Barthélemy
07;2021-03-05-2021-03-11;9961;55;1098;Saint-Barthélemy
07;2021-03-06-2021-03-12;9961;55;1160;Saint-Barthélemy
07;2021-03-07-2021-03-13;9961;55;1209;Saint-Barthélemy
07;2021-03-08-2021-03-14;9961;56;1218;Saint-Barthélemy
07;2021-03-09-2021-03-15;9961;54;1228;Saint-Barthélemy
07;2021-03-10-2021-03-16;9961;68;1262;Saint-Barthélemy
07;2021-03-11-2021-03-17;9961;73;1263;Saint-Barthélemy
07;2021-03-12-2021-03-18;9961;76;1182;Saint-Barthélemy
07;2021-03-13-2021-03-19;9961;82;1128;Saint-Barthélemy
07;2021-03-14-2021-03-20;9961;84;1089;Saint-Barthélemy
07;2021-03-15-2021-03-21;9961;85;1086;Saint-Barthélemy
07;2021-03-16-2021-03-22;9961;90;1116;Saint-Barthélemy
07;2021-03-17-2021-03-23;9961;79;1136;Saint-Barthélemy
07;2021-03-18-2021-03-24;9961;70;1152;Saint-Barthélemy
07;2021-03-19-2021-03-25;9961;64;1225;Saint-Barthélemy
07;2021-03-20-2021-03-26;9961;61;1277;Saint-Barthélemy
07;2021-03-21-2021-03-27;9961;58;1231;Saint-Barthélemy
07;2021-03-22-2021-03-28;9961;55;1220;Saint-Barthélemy
07;2021-03-23-2021-03-29;9961;41;1083;Saint-Barthélemy
07;2021-03-24-2021-03-30;9961;38;1141;Saint-Barthélemy
07;2021-03-25-2021-03-31;9961;32;1073;Saint-Barthélemy
07;2021-03-26-2021-04-01;9961;33;988;Saint-Barthélemy
07;2021-03-27-2021-04-02;9961;23;935;Saint-Barthélemy
07;2021-03-28-2021-04-03;9961;20;967;Saint-Barthélemy
07;2021-03-29-2021-04-04;9961;20;972;Saint-Barthélemy
07;2021-03-30-2021-04-05;9961;13;793;Saint-Barthélemy
07;2021-03-31-2021-04-06;9961;16;879;Saint-Barthélemy
07;2021-04-01-2021-04-07;9961;20;884;Saint-Barthélemy
07;2021-04-02-2021-04-08;9961;19;910;Saint-Barthélemy
07;2021-04-03-2021-04-09;9961;20;953;Saint-Barthélemy
08;2020-05-13-2020-05-19;35334;0;94;Saint-Martin
08;2020-05-14-2020-05-20;35334;0;96;Saint-Martin
08;2020-05-15-2020-05-21;35334;0;94;Saint-Martin
08;2020-05-16-2020-05-22;35334;1;99;Saint-Martin
08;2020-05-17-2020-05-23;35334;1;56;Saint-Martin
08;2020-05-18-2020-05-24;35334;1;56;Saint-Martin
08;2020-05-19-2020-05-25;35334;1;43;Saint-Martin
08;2020-05-20-2020-05-26;35334;1;46;Saint-Martin
08;2020-05-21-2020-05-27;35334;1;50;Saint-Martin
08;2020-05-22-2020-05-28;35334;1;73;Saint-Martin
08;2020-05-23-2020-05-29;35334;1;74;Saint-Martin
08;2020-05-24-2020-05-30;35334;1;77;Saint-Martin
08;2020-05-25-2020-05-31;35334;1;77;Saint-Martin
08;2020-05-26-2020-06-01;35334;1;55;Saint-Martin
08;2020-05-27-2020-06-02;35334;1;66;Saint-Martin
08;2020-05-28-2020-06-03;35334;1;67;Saint-Martin
08;2020-05-29-2020-06-04;35334;1;68;Saint-Martin
08;2020-05-30-2020-06-05;35334;0;67;Saint-Martin
08;2020-05-31-2020-06-06;35334;0;80;Saint-Martin
08;2020-06-01-2020-06-07;35334;0;81;Saint-Martin
08;2020-06-02-2020-06-08;35334;1;96;Saint-Martin
08;2020-06-03-2020-06-09;35334;1;89;Saint-Martin
08;2020-06-04-2020-06-10;35334;1;95;Saint-Martin
08;2020-06-05-2020-06-11;35334;1;82;Saint-Martin
08;2020-06-06-2020-06-12;35334;1;86;Saint-Martin
08;2020-06-07-2020-06-13;35334;1;68;Saint-Martin
08;2020-06-08-2020-06-14;35334;1;67;Saint-Martin
08;2020-06-09-2020-06-15;35334;0;65;Saint-Martin
08;2020-06-10-2020-06-16;35334;0;66;Saint-Martin
08;2020-06-11-2020-06-17;35334;0;76;Saint-Martin
08;2020-06-12-2020-06-18;35334;0;95;Saint-Martin
08;2020-06-13-2020-06-19;35334;0;100;Saint-Martin
08;2020-06-14-2020-06-20;35334;0;99;Saint-Martin
08;2020-06-15-2020-06-21;35334;0;100;Saint-Martin
08;2020-06-16-2020-06-22;35334;1;107;Saint-Martin
08;2020-06-17-2020-06-23;35334;1;117;Saint-Martin
08;2020-06-18-2020-06-24;35334;2;106;Saint-Martin
08;2020-06-19-2020-06-25;35334;2;107;Saint-Martin
08;2020-06-20-2020-06-26;35334;2;101;Saint-Martin
08;2020-06-21-2020-06-27;35334;2;101;Saint-Martin
08;2020-06-22-2020-06-28;35334;2;101;Saint-Martin
08;2020-06-23-2020-06-29;35334;1;91;Saint-Martin
08;2020-06-24-2020-06-30;35334;1;96;Saint-Martin
08;2020-06-25-2020-07-01;35334;0;100;Saint-Martin
08;2020-06-26-2020-07-02;35334;0;94;Saint-Martin
08;2020-06-27-2020-07-03;35334;0;137;Saint-Martin
08;2020-06-28-2020-07-04;35334;0;140;Saint-Martin
08;2020-06-29-2020-07-05;35334;0;144;Saint-Martin
08;2020-06-30-2020-07-06;35334;0;171;Saint-Martin
08;2020-07-01-2020-07-07;35334;0;197;Saint-Martin
08;2020-07-02-2020-07-08;35334;0;210;Saint-Martin
08;2020-07-03-2020-07-09;35334;0;230;Saint-Martin
08;2020-07-04-2020-07-10;35334;0;216;Saint-Martin
08;2020-07-05-2020-07-11;35334;0;216;Saint-Martin
08;2020-07-06-2020-07-12;35334;0;216;Saint-Martin
08;2020-07-07-2020-07-13;35334;0;212;Saint-Martin
08;2020-07-08-2020-07-14;35334;0;161;Saint-Martin
08;2020-07-09-2020-07-15;35334;2;181;Saint-Martin
08;2020-07-10-2020-07-16;35334;2;161;Saint-Martin
08;2020-07-11-2020-07-17;35334;2;217;Saint-Martin
08;2020-07-12-2020-07-18;35334;2;218;Saint-Martin
08;2020-07-13-2020-07-19;35334;2;217;Saint-Martin
